,판매시간,홈쇼핑채널,제품명,소비자가,판매가
760,15시57분~16시17분,gsmyshop,제주직송 돌밭하우스감귤 2.5kg + 2.5Kg,"42,900원","39,900원"
761,16시10분~16시50분,hnsmall,미카엘의 유럽피안 새우미트볼 8팩 + 치즈미트볼 8팩,"45,900원","41,310원"
762,16시15분~16시35분,nsmall,[먹거리대전]남도 갓김치 5kg,"25,900원","23,310원"
763,16시17분~16시37분,gsmyshop,[넛츠피아]세븐믹스 오메가넛츠 108+2봉 추가증정,"89,900원","88,900원"
764,16시19분~17시20분,wshop,탐해진미 제주은갈치 45토막,"59,900원","58,900원"
765,16시34분~17시34분,ssgshop,고려은단 비타민C 골드프리미엄 240정*2ea,"76,800원","75,800원"
766,16시35분~17시25분,nsmall,[먹거리대전]하림 마늘훈제치킨 210gX16팩,"43,900원","39,510원"
767,16시40분~17시40분,immall,2017 햇 해남화산농협 황토 밤고구마 4KG+4KG_특상,,"30,900원"
768,16시45분~17시45분,cjmallplus,간편하게 데워먹는 보리굴비12마리+녹차티백20개,"60,900원","59,900원"
769,17시17분~18시37분,lotteonetv,삼육검은콩과칼슘 두유105팩세트(검은콩과칼슘75팩+삼육파우치30팩),"45,900원","44,900원"
770,17시25분~18시05분,nsmall,[먹거리대전]최다구성! 제주 유기 양배추진액 총 5박스/150포,,"74,900원"
771,17시30분~18시10분,hnsmall,팽현숙 옛날 순대국 총 20인분 (육수+옛날순대+국밥고기+양념장+들깨가루),"43,900원","39,510원"
772,,hnsmall,팽현숙 옛날순대 6팩 + 국밥고기 6팩,,"39,510원"
773,17시34분~18시34분,bshop,bibigo 육개장과 사골곰탕,"40,900원","39,900원"
774,17시34분~18시35분,ssgshop,신세계TV쇼핑)요리연구가 이종임의 맛난 양념 안창살 300g x 12팩,"59,900원","58,900원"
775,17시40분~18시39분,hmallplus,목우촌 석쇠 불고기 10팩,"36,900원","33,210원"
776,17시40분~18시30분,immall,제주 갈치 20미 + 샛돔 10미,"59,900원","58,900원"
777,17시40분~18시40분,lottemall,곳간 마떡갈비(80g*30장)＋청양열무물김치(1kg)＋생강쌀엿장(280g*1병),,"73,900원"
778,,lottemall,곳간 우슬한우곰탕 (500g) X 10팩 + 섞박지 (1kg),,"78,900원"
779,,lottemall,[단품]곳간 우슬한우곰탕 (500g) 1팩,,"15,000원"
780,17시45분~18시45분,cjmallplus,반기수라 손질낙지 18팩 + 매콤소스 18팩,"60,900원","59,900원"
781,18시05분~18시25분,nsmall,[먹거리대전]영광군 2017년 농협 햅쌀 10kg+10kg,"46,000원","41,400원"
782,18시10분~18시50분,hnsmall,본죽 장조림 총 15팩 (본쇠고기6팩+본쇠고기메추리알9팩),"59,900원","53,910원"
783,,hnsmall,[본죽] 쇠고기죽 8팩 + 오징어초무침 1팩,,"28,710원"
784,,hnsmall,[본죽] 전복버섯죽 8팩 + 오징어초무침 1팩,,"29,610원"
785,,hnsmall,[본죽] 통단팥죽 8팩 +오징어초무침 1팩,,"28,710원"
786,,hnsmall,본 한우 설렁탕 총 15팩 (팩당 450g),,"39,510원"
787,18시25분~19시25분,nsmall,[먹거리대전]탐해진미 제주은갈치 50토막,,"59,900원"
788,18시30분~18시40분,immall,[게릴라]홍대감 육포 25봉,,"19,900원"
789,18시30분~19시30분,kshop,[비비고]왕교자 8+김치교자 2+고추깻잎 2+물만두 2+새우교자 1,"40,900원","37,900원"
790,18시40분~19시35분,hmall,올반 포기김치 10kg,,"43,900원"
791,18시40분~19시39분,hmallplus,한줌의 보너츠 슈프림 110봉,,"39,900원"
792,18시40분~19시40분,immall,반건조 손질 우럭 230g×12미,"59,900원","58,900원"
793,18시49분~19시49분,gsmyshop,[미미네떡볶이] 홍대 맛집 국물떡볶이 10팩,"39,900원","38,900원"
794,18시50분~19시30분,hnsmall,명미당 제주 오메기떡 세트 (20+20+20),"40,900원","36,810원"
795,19시25분~20시15분,nsmall,[먹거리대전]전철우 특갈비탕 총10팩(특갈비탕 8팩+특육개장 2팩),,"59,900원"
796,19시40분~20시40분,immall,"고기명가가마솥수육세트21팩(꼬리8,우족3,탕10)","59,900원","58,900원"
797,20시10분~20시50분,hnsmall,퍼펙트 조인트 보스웰리아 8박스 (4개월분),"178,000원","160,200원"
798,20시15분~20시30분,nsmall,[먹거리대전]한복선 궁중 포기김치 10kg,,"31,900원"
799,,nsmall,[먹거리대전]남도 갓김치 5kg,,"23,310원"
800,20시30분~21시35분,nsmall,[먹거리대전]완도 특大 활전복 21미(총1.8kg이상),,"89,900원"
801,21시30분~22시30분,hnsmall,유기농 피에스타 마키베리 20팩,"169,000원","152,100원"
802,21시35분~22시35분,nsmall,[먹거리대전]기간특집! 이롬 황성주 1일1생식 16주분+전자동쉐이커 1개+검은콩고칼슘두유 2박스,"198,000원","197,000원"
803,21시45분~22시40분,immall,창억떡 세트(4가지맛 100개),,"45,900원"
804,22시35분~23시40분,nsmall,[먹거리대전]네이쳐스패밀리 100% 생로얄젤리파우더 35gX4병+스푼 2개,"198,000원","197,000원"
805,22시40분~23시45분,immall,순천 농협 햅쌀 1+1 세트(5kg*4개),"59,900원","58,900원"
806,,immall,순천 농협 햅쌀 5kg+5kg,,"30,900원"
807,23시10분~23시50분,hnsmall,마시는 곤약 세트 50개(포도+오렌지+사과),"59,900원","53,910원"
808,,hnsmall,마시는 곤약 포도(50개),,"53,910원"
809,,hnsmall,마시는 곤약 사과(50개),,"53,910원"
810,,hnsmall,마시는 곤약 오렌지(50개),,"53,910원"
811,23시34분~23시54분,kshop,[총100봉] Dole 후룻앤넛츠 레드라벨,"38,900원","35,900원"
812,23시40분~0시00분,nsmall,[먹거리대전]영광군 2017년 농협 햅쌀 10kg+10kg,"46,000원","41,400원"
813,23시50분~1시10분,lottemall,●판도라 다이어트 뷰티업 3개월분(600mg*90정*3병),,"149,000원"
814,,lottemall,●판도라 다이어트 뷰티업 6개월분(600mg*90정*6병),,"289,000원"
